# Frequency (microHz)     Power spectral density (ppm^2/microHz)
  78.4047256650   83.5551538953
  78.4137856056   23.3040776775
  78.4228455461  152.1470272150
  78.4319054867   32.8589872221
  78.4409654273  188.5697258617
  78.4500253678  187.9917918886
  78.4590853084   21.0854668716
  78.4681452490   38.5704524277
  78.4772051895   94.5197394933
  78.4862651301   21.5832166641
  78.4953250707   25.0523198471
  78.5043850112   68.3767277601
  78.5134449518  198.1991688530
  78.5225048924   20.9837706690
  78.5315648329    1.8464080053
  78.5406247735  187.9161848202
  78.5496847141   74.5395315829
  78.5587446546   41.4462804620
  78.5678045952   55.0755466026
  78.5768645358    1.8302439100
  78.5859244763   32.6547293282
  78.5949844169   43.7391077855
  78.6040443575   20.9180907863
  78.6131042980   66.4510869072
  78.6221642386  131.6912894415
  78.6312241792   67.2701285113
  78.6402841197   64.9925034728
  78.6493440603   43.5888128336
  78.6584040009   97.8854205715
  78.6674639414  129.1507193571
  78.6765238820    7.8066333913
  78.6855838226  116.7112408526
  78.6946437631   63.0464916168
  78.7037037037  127.2853790481
  78.7127636443  229.8245716240
  78.7218235848  238.8990079115
  78.7308835254   51.1944973146
  78.7399434660   97.8215519530
  78.7490034065   99.0090627683
  78.7580633471  108.2056695127
  78.7671232877   28.9001253327
  78.7761832282   97.2194337007
  78.7852431688  147.8297588331
  78.7943031094   96.7544263038
  78.8033630499    0.0555712661
  78.8124229905  172.4196291557
  78.8214829311   66.9479218190
  78.8305428716   59.8447328952
  78.8396028122   16.0797006067
  78.8486627528   14.6853710551
  78.8577226933   68.9917110554
  78.8667826339    8.9853278958
  78.8758425745   56.8188882407
  78.8849025150  109.7457604179
  78.8939624556   78.0057920804
  78.9030223962   66.7956402662
  78.9120823367   87.5592150745
  78.9211422773   74.9614615179
  78.9302022179   36.1240612887
  78.9392621584   71.3797706437
  78.9483220990   70.5180583452
  78.9573820396   54.0626722565
  78.9664419801  112.2068751035
  78.9755019207  186.5994307671
  78.9845618613   92.3576264394
  78.9936218018   12.4762989773
  79.0026817424   39.0264090954
  79.0117416830   74.0312906398
  79.0208016235  321.7638192616
  79.0298615641  128.0665524131
  79.0389215047  136.5267278240
  79.0479814452  144.6885888809
  79.0570413858  107.3772896250
  79.0661013264   91.2683408531
  79.0751612669  126.7492946177
  79.0842212075   61.4442943609
  79.0932811481   10.8205097130
  79.1023410886   32.9835483802
  79.1114010292   44.9774031582
  79.1204609698   70.6382839696
  79.1295209103   21.7318724107
  79.1385808509    8.7866208328
  79.1476407915   22.0190433132
  79.1567007320  189.9834075147
  79.1657606726   40.1777772888
  79.1748206132  223.0742620411
  79.1838805537  187.0617091405
  79.1929404943   41.6029266441
  79.2020004349   42.0938834369
  79.2110603754   80.7399497904
  79.2201203160  127.9835262413
  79.2291802566  208.0270691455
  79.2382401971   26.0324597718
  79.2473001377    9.0371855415
  79.2563600783   24.2913181844
  79.2654200188   88.6939430415
  79.2744799594   32.0553746011
  79.2835399000   94.2316045787
  79.2925998405  114.1880677818
  79.3016597811   29.3842077039
  79.3107197217  130.5892103841
  79.3197796622    7.5047054053
  79.3288396028   55.1854718662
  79.3378995434   17.6147364775
  79.3469594839  143.2155192745
  79.3560194245   29.4929703212
  79.3650793651   27.3003824564
  79.3741393056   56.1766028171
  79.3831992462   44.1140361235
  79.3922591868    5.5775425596
  79.4013191273   55.7959096076
  79.4103790679   62.1975796566
  79.4194390085  131.7839983288
  79.4284989490   19.0782807847
  79.4375588896    7.0400571245
  79.4466188302   91.5311220873
  79.4556787707   82.7358277426
  79.4647387113  145.8612383013
  79.4737986519  241.5250061770
  79.4828585924  103.2535875533
  79.4919185330    3.1980037735
  79.5009784736  176.0448887872
  79.5100384141    8.1764492832
  79.5190983547   84.8013783957
  79.5281582953  204.3081631981
  79.5372182358  272.5650880852
  79.5462781764   29.6280910570
  79.5553381170   74.4663618550
  79.5643980575   25.6960863358
  79.5734579981   70.3026363320
  79.5825179387   28.5690705221
  79.5915778792   52.9498419956
  79.6006378198   37.8323139721
  79.6096977604   21.0604485719
  79.6187577009    1.1133752838
  79.6278176415   53.8858765201
  79.6368775821  104.4416551357
  79.6459375226   58.5587612932
  79.6549974632   21.0982203743
  79.6640574038    6.7558598956
  79.6731173444  145.5800195073
  79.6821772849  187.3058809974
  79.6912372255  179.3919725998
  79.7002971661   42.9381711364
  79.7093571066   23.4976843249
  79.7184170472  238.4704321624
  79.7274769878   58.5344906689
  79.7365369283   74.5369697952
  79.7455968689   34.5323422418
  79.7546568095   30.7877752589
  79.7637167500   74.6559058747
  79.7727766906   92.1280708249
  79.7818366312  128.9763104583
  79.7908965717    3.9656552552
  79.7999565123   82.4726970582
  79.8090164529   31.8298193689
  79.8180763934   76.2333335931
  79.8271363340   21.3177694149
  79.8361962746  195.0297641568
  79.8452562151   64.9378137398
  79.8543161557   19.2424105631
  79.8633760963   20.7546432032
  79.8724360368    9.1871182740
  79.8814959774   20.3213788415
  79.8905559180  124.6449664252
  79.8996158585    8.8656284900
  79.9086757991    7.6709606313
  79.9177357397   43.4889727950
  79.9267956802    7.2143279739
  79.9358556208   44.0567352641
  79.9449155614   50.7759473034
  79.9539755019   81.4683077517
  79.9630354425   39.5119901950
  79.9720953831   58.6404395529
  79.9811553236   84.0034044823
  79.9902152642  224.7187343353
  79.9992752048  214.0904945672
  80.0083351453  134.2041537059
  80.0173950859    9.2175303795
  80.0264550265    5.2707481169
  80.0355149670   29.3487206806
  80.0445749076  155.7967144842
  80.0536348482   84.4234398742
  80.0626947887   47.9695424035
  80.0717547293   46.2754856625
  80.0808146699  135.7385985443
  80.0898746104  134.8810424634
  80.0989345510    3.8612739567
  80.1079944916  113.7976088717
  80.1170544321  104.8310148202
  80.1261143727   23.7677080286
  80.1351743133   16.6046957956
  80.1442342538   72.5318310599
  80.1532941944   18.7646892149
  80.1623541350   44.6349428312
  80.1714140755   94.7174258319
  80.1804740161   94.1851134106
  80.1895339567   33.1396700406
  80.1985938972   68.0668554172
  80.2076538378   65.9487099693
  80.2167137784   39.1358827205
  80.2257737189    0.5825026260
  80.2348336595    8.7454668739
  80.2438936001  187.4597967103
  80.2529535406   89.7308233792
  80.2620134812   75.7245078567
  80.2710734218   71.0475641544
  80.2801333623   44.4294212872
  80.2891933029   64.8028899928
  80.2982532435   70.6633965604
  80.3073131840    3.1851750214
  80.3163731246   15.9189411757
  80.3254330652   68.3233093296
  80.3344930057  193.4043407055
  80.3435529463  105.6959792876
  80.3526128869   37.3058858263
  80.3616728274   30.3304809315
  80.3707327680   53.1189105896
  80.3797927086  226.2908133743
  80.3888526491   35.0420029527
  80.3979125897   82.9178091160
  80.4069725303   14.8210455749
  80.4160324708   24.6950417657
  80.4250924114   62.7877842223
  80.4341523520   32.3364435018
  80.4432122925    5.5399977494
  80.4522722331  145.3878283979
  80.4613321737   57.5334188681
  80.4703921142   31.1016307990
  80.4794520548   26.8944074766
  80.4885119954    6.2035601286
  80.4975719359   22.3872196203
  80.5066318765   12.3040586475
  80.5156918171   57.4848741941
  80.5247517576  210.4980927796
  80.5338116982   61.1084494126
  80.5428716388   93.0758732411
  80.5519315793   26.2807802581
  80.5609915199   91.5764926192
  80.5700514605   12.9237346291
  80.5791114010   58.2877352631
  80.5881713416   77.6680877628
  80.5972312822  184.8751475575
  80.6062912227    8.1923162558
  80.6153511633   44.4122635017
  80.6244111039   57.3634713727
  80.6334710444   59.2122620936
  80.6425309850   89.4166688257
  80.6515909256    4.2042099892
  80.6606508661    0.7357017689
  80.6697108067   62.6188854415
  80.6787707473   92.3239905611
  80.6878306878   11.8633728007
  80.6968906284    2.6496436861
  80.7059505690    8.5006332377
  80.7150105095   33.3378395215
  80.7240704501    3.3678732465
  80.7331303907  120.1149338706
  80.7421903312   50.1404652788
  80.7512502718  260.8741238786
  80.7603102124   19.1326914890
  80.7693701529    9.2096766997
  80.7784300935   93.8489148301
  80.7874900341   65.5577715491
  80.7965499746    4.9659801492
  80.8056099152   55.3650988922
  80.8146698558   17.4140631824
  80.8237297963  169.1435665468
  80.8327897369  103.6757818036
  80.8418496775   18.7203917576
  80.8509096180   79.6639703210
  80.8599695586   52.7241962002
  80.8690294992   30.1510656608
  80.8780894397  108.4557451848
  80.8871493803  104.2786738279
  80.8962093209   90.4346851519
  80.9052692614   45.0070300912
  80.9143292020   34.2401548926
  80.9233891426   45.4416896992
  80.9324490831   46.0410660878
  80.9415090237   46.0266072540
  80.9505689643   23.1213173824
  80.9596289048    7.3113022138
  80.9686888454   18.0710461524
  80.9777487860    0.7695662539
  80.9868087265   83.7343946963
  80.9958686671   76.9146862422
  81.0049286077    2.0078389682
  81.0139885482   78.5664505569
  81.0230484888  132.5437338030
  81.0321084294   32.7522402888
  81.0411683699   50.9363459277
  81.0502283105    6.6985824472
  81.0592882511   74.0509390750
  81.0683481916   85.7953383187
  81.0774081322  188.9924144920
  81.0864680728   15.1539917524
  81.0955280133  117.3812420973
  81.1045879539   55.9649709064
  81.1136478945   19.1271584896
  81.1227078350   32.7841335739
  81.1317677756    1.0101928010
  81.1408277162   13.7906391359
  81.1498876567   56.8577643321
  81.1589475973   17.0301323898
  81.1680075379    1.1889558920
  81.1770674784   18.7074925825
  81.1861274190   58.9134168321
  81.1951873596   26.3517546134
  81.2042473001   25.4882251061
  81.2133072407   14.5170566585
  81.2223671813   14.8508144300
  81.2314271218   91.9676217312
  81.2404870624  151.1645937363
  81.2495470030   53.6733191415
  81.2586069435   20.7218401621
  81.2676668841   50.2758308120
  81.2767268247   86.7665717145
  81.2857867652  103.3059273088
  81.2948467058   18.9453383908
  81.3039066464   41.1825777630
  81.3129665869  155.9660437241
  81.3220265275  162.0092770536
  81.3310864681   44.3920322124
  81.3401464086   14.5691543589
  81.3492063492    1.1823104456
  81.3582662898  113.5712820460
  81.3673262303   79.5815992310
  81.3763861709   71.1345775633
  81.3854461115   47.8964966659
  81.3945060520   16.2021218021
  81.4035659926  130.0765337813
  81.4126259332  306.1585735281
  81.4216858737   45.4877699835
  81.4307458143  101.6161022256
  81.4398057549   83.3191143844
  81.4488656954  222.1811582682
  81.4579256360   71.5099989228
  81.4669855766   13.7380369852
  81.4760455171   41.6855942040
  81.4851054577   81.4319866624
  81.4941653983   70.0030861162
  81.5032253388   37.2067294542
  81.5122852794  127.4545019229
  81.5213452200   10.3359849862
  81.5304051605    7.0710973932
  81.5394651011   27.9278341511
  81.5485250417  157.4193791728
  81.5575849822   76.1925519500
  81.5666449228   55.9419904774
  81.5757048634   82.4862417048
  81.5847648039   23.6557747739
  81.5938247445  205.9415590347
  81.6028846851  116.5699243323
  81.6119446256   18.9483846538
  81.6210045662  158.7627894745
  81.6300645068  210.8093221252
  81.6391244473    9.4532217513
  81.6481843879    7.2474455197
  81.6572443285   24.2150442288
  81.6663042690   28.6027426762
  81.6753642096   21.5377007635
  81.6844241502   15.9288229647
  81.6934840907   32.3893613599
  81.7025440313   28.8913971773
  81.7116039719    2.4971962777
  81.7206639124    0.6382639982
  81.7297238530   28.6944521267
  81.7387837936   47.6510862360
  81.7478437341   40.2815142628
  81.7569036747    7.1369939109
  81.7659636153   45.1000778108
  81.7750235558  133.4376565590
  81.7840834964   57.0368750215
  81.7931434370   18.7859336423
  81.8022033775   17.0560318159
  81.8112633181   86.0434224248
  81.8203232587   28.1296217118
  81.8293831992   59.4468294312
  81.8384431398   34.7480341055
  81.8475030804   49.0967893483
  81.8565630209   51.9712300320
  81.8656229615   41.6452569592
  81.8746829021    0.2124494623
  81.8837428426    7.0587516252
  81.8928027832   47.7948300816
  81.9018627238   73.6488962530
  81.9109226643  128.0913578578
  81.9199826049  101.4215749975
  81.9290425455   22.1377451786
  81.9381024860    6.9111969729
  81.9471624266   67.8300506861
  81.9562223672   72.2405131665
  81.9652823077    9.0605874886
  81.9743422483    8.1995775274
  81.9834021889   16.1622743921
  81.9924621294   11.8434185107
  82.0015220700   68.1577544892
  82.0105820106   18.5641004138
  82.0196419511   10.0593594318
  82.0287018917    1.6415049550
  82.0377618323   59.6540705354
  82.0468217728    5.9302115077
  82.0558817134   76.4234596934
  82.0649416540  152.9972004557
  82.0740015945   35.9565159146
  82.0830615351   36.9038769914
  82.0921214757  101.5655704994
  82.1011814162   77.3726923770
  82.1102413568    9.2553830379
  82.1193012974   55.2484885840
  82.1283612380  116.3972098851
  82.1374211785    0.3386901467
  82.1464811191   15.1042711310
  82.1555410597  225.3911020904
  82.1646010002  114.1927187254
  82.1736609408    4.8466039668
  82.1827208814   37.3397785244
  82.1917808219  107.8215221045
  82.2008407625  150.7665909049
  82.2099007031   36.3220520925
  82.2189606436   46.2139990259
  82.2280205842  156.0929466552
  82.2370805248   55.4335451442
  82.2461404653   39.9330632392
  82.2552004059    1.0526870989
  82.2642603465   26.7881708921
  82.2733202870    3.8806764720
  82.2823802276   62.5778786317
  82.2914401682   42.9370344307
  82.3005001087   85.5338394192
  82.3095600493    2.1392283820
  82.3186199899   65.2211468850
  82.3276799304  138.1809034906
  82.3367398710   11.4356632972
  82.3457998116   33.4778096836
  82.3548597521  172.8468666983
  82.3639196927   37.8005640488
  82.3729796333   13.8082072375
  82.3820395738   17.3055708572
  82.3910995144  130.7207514015
  82.4001594550  100.9525981025
  82.4092193955   39.0882427906
  82.4182793361   14.1997370192
  82.4273392767  118.6395146409
  82.4363992172  273.3363557479
  82.4454591578   28.9512655705
  82.4545190984    6.8431531147
  82.4635790389    3.8568174022
  82.4726389795    1.5345460505
  82.4816989201   19.3238930618
  82.4907588606    1.0680496770
  82.4998188012   50.4075369214
  82.5088787418   10.3433283513
  82.5179386823   18.7883484709
  82.5269986229   22.3358972674
  82.5360585635    9.1609379805
  82.5451185040  126.9830137152
  82.5541784446   60.0420088178
  82.5632383852  115.4854196871
  82.5722983257    2.8765544277
  82.5813582663   22.5524460420
  82.5904182069   50.9178068746
  82.5994781474  278.0392467553
  82.6085380880   25.7665674226
  82.6175980286   76.9635903001
  82.6266579691    9.4189667161
  82.6357179097  132.2041253359
  82.6447778503   12.1790872584
  82.6538377908   69.7286375947
  82.6628977314   17.9327088006
  82.6719576720   18.6368829142
  82.6810176125   18.8697097361
  82.6900775531    7.5322111157
  82.6991374937   79.4166711777
  82.7081974342   10.7837767341
  82.7172573748   54.2386644585
  82.7263173154   14.8123875734
  82.7353772559  112.7090628941
  82.7444371965   15.6629202508
